participantId,taskId,measure_type,metric,construct,A_value,B_value,improvement,improvement_direction
PLZ9FQ9H6,3,survey,surveyScore,Recognition Rather Than Recall,1.33333,5.66667,4.33333,B - A; positive values favor Variant B
PMDGQF6V3,3,survey,surveyScore,Recognition Rather Than Recall,4.66667,6,1.33333,B - A; positive values favor Variant B
PMY9EY80T,3,survey,surveyScore,Recognition Rather Than Recall,2,5.66667,3.66667,B - A; positive values favor Variant B
PO0YWX23G,3,survey,surveyScore,Recognition Rather Than Recall,2.66667,3,0.333333,B - A; positive values favor Variant B
POMEU60X3,3,survey,surveyScore,Recognition Rather Than Recall,4.33333,6,1.66667,B - A; positive values favor Variant B
PQ3KZGKWP,3,survey,surveyScore,Recognition Rather Than Recall,4.33333,6,1.66667,B - A; positive values favor Variant B
PR8OY8GUT,3,survey,surveyScore,Recognition Rather Than Recall,4.66667,4.66667,0,B - A; positive values favor Variant B
PRL17E7I2,3,survey,surveyScore,Recognition Rather Than Recall,5,5.66667,0.666667,B - A; positive values favor Variant B
PS8SF0PF2,3,survey,surveyScore,Recognition Rather Than Recall,2.33333,4.33333,2,B - A; positive values favor Variant B
PSWWIV0XB,3,survey,surveyScore,Recognition Rather Than Recall,4,5,1,B - A; positive values favor Variant B
PTA7OSL0B,3,survey,surveyScore,Recognition Rather Than Recall,3,5.66667,2.66667,B - A; positive values favor Variant B
PTJGE7EXG,3,survey,surveyScore,Recognition Rather Than Recall,4.66667,6,1.33333,B - A; positive values favor Variant B
PVD54NPZC,3,survey,surveyScore,Recognition Rather Than Recall,2.66667,5,2.33333,B - A; positive values favor Variant B
PWV2MFTIM,3,survey,surveyScore,Recognition Rather Than Recall,2,5,3,B - A; positive values favor Variant B
PX47H0075,3,survey,surveyScore,Recognition Rather Than Recall,4,4.66667,0.666667,B - A; positive values favor Variant B
PYLDRR3RU,3,survey,surveyScore,Recognition Rather Than Recall,2.66667,5.66667,3,B - A; positive values favor Variant B
PYVFGA3G2,3,survey,surveyScore,Recognition Rather Than Recall,4.33333,5.66667,1.33333,B - A; positive values favor Variant B
P028CWG0W,3,survey,surveyScore,Visibility of System Status,4,5.33333,1.33333,B - A; positive values favor Variant B
P02MVX12U,3,survey,surveyScore,Visibility of System Status,3,6,3,B - A; positive values favor Variant B
P1AJ983YU,3,survey,surveyScore,Visibility of System Status,3,4.66667,1.66667,B - A; positive values favor Variant B
P1FCXJG5G,3,survey,surveyScore,Visibility of System Status,4,6,2,B - A; positive values favor Variant B
P30GF9DCE,3,survey,surveyScore,Visibility of System Status,4,6,2,B - A; positive values favor Variant B
P3GT3SJCJ,3,survey,surveyScore,Visibility of System Status,3,6,3,B - A; positive values favor Variant B
P6OM5XQ9D,3,survey,surveyScore,Visibility of System Status,2.66667,6,3.33333,B - A; positive values favor Variant B
P7SSRCDH3,3,survey,surveyScore,Visibility of System Status,5.66667,6,0.333333,B - A; positive values favor Variant B
P8J79DAMX,3,survey,surveyScore,Visibility of System Status,4.33333,4,-0.333333,B - A; positive values favor Variant B
P8P27NREY,3,survey,surveyScore,Visibility of System Status,3,4,1,B - A; positive values favor Variant B
P8R7D3U4Y,3,survey,surveyScore,Visibility of System Status,3.66667,6,2.33333,B - A; positive values favor Variant B
P99LEMZ3N,3,survey,surveyScore,Visibility of System Status,2,5,3,B - A; positive values favor Variant B
P9KSFLSKT,3,survey,surveyScore,Visibility of System Status,2,6,4,B - A; positive values favor Variant B
PBWP8UE0A,3,survey,surveyScore,Visibility of System Status,2.66667,5.33333,2.66667,B - A; positive values favor Variant B
PCFQE8NID,3,survey,surveyScore,Visibility of System Status,2.33333,5.33333,3,B - A; positive values favor Variant B
PE7C6H021,3,survey,surveyScore,Visibility of System Status,3,6,3,B - A; positive values favor Variant B
PE9W58M1S,3,survey,surveyScore,Visibility of System Status,2,4.33333,2.33333,B - A; positive values favor Variant B
PFWMMXIWA,3,survey,surveyScore,Visibility of System Status,4.66667,6,1.33333,B - A; positive values favor Variant B
PGH86PBFM,3,survey,surveyScore,Visibility of System Status,3,6,3,B - A; positive values favor Variant B
PH81DPP1K,3,survey,surveyScore,Visibility of System Status,2,4.33333,2.33333,B - A; positive values favor Variant B
PK0Y2I1M9,3,survey,surveyScore,Visibility of System Status,3.33333,6,2.66667,B - A; positive values favor Variant B
PK30UIESJ,3,survey,surveyScore,Visibility of System Status,2.33333,5.33333,3,B - A; positive values favor Variant B
PLEWQ562J,3,survey,surveyScore,Visibility of System Status,1.66667,5.66667,4,B - A; positive values favor Variant B
PLZ9FQ9H6,3,survey,surveyScore,Visibility of System Status,2.33333,6,3.66667,B - A; positive values favor Variant B
PMDGQF6V3,3,survey,surveyScore,Visibility of System Status,4.33333,5.33333,1,B - A; positive values favor Variant B
PMY9EY80T,3,survey,surveyScore,Visibility of System Status,1.66667,6,4.33333,B - A; positive values favor Variant B
PO0YWX23G,3,survey,surveyScore,Visibility of System Status,3.33333,3.33333,0,B - A; positive values favor Variant B
POMEU60X3,3,survey,surveyScore,Visibility of System Status,2.66667,6,3.33333,B - A; positive values favor Variant B
PQ3KZGKWP,3,survey,surveyScore,Visibility of System Status,3.66667,6,2.33333,B - A; positive values favor Variant B
PR8OY8GUT,3,survey,surveyScore,Visibility of System Status,5,4.33333,-0.666667,B - A; positive values favor Variant B
PRL17E7I2,3,survey,surveyScore,Visibility of System Status,5.66667,6,0.333333,B - A; positive values favor Variant B
PS8SF0PF2,3,survey,surveyScore,Visibility of System Status,2.33333,4.66667,2.33333,B - A; positive values favor Variant B
PSWWIV0XB,3,survey,surveyScore,Visibility of System Status,4.33333,4.66667,0.333333,B - A; positive values favor Variant B
PTA7OSL0B,3,survey,surveyScore,Visibility of System Status,2.66667,5.66667,3,B - A; positive values favor Variant B
PTJGE7EXG,3,survey,surveyScore,Visibility of System Status,4.33333,6,1.66667,B - A; positive values favor Variant B
PVD54NPZC,3,survey,surveyScore,Visibility of System Status,3.66667,6,2.33333,B - A; positive values favor Variant B
PWV2MFTIM,3,survey,surveyScore,Visibility of System Status,2,5,3,B - A; positive values favor Variant B
PX47H0075,3,survey,surveyScore,Visibility of System Status,5.33333,4.33333,-1,B - A; positive values favor Variant B
PYLDRR3RU,3,survey,surveyScore,Visibility of System Status,1.66667,6,4.33333,B - A; positive values favor Variant B
PYVFGA3G2,3,survey,surveyScore,Visibility of System Status,5.33333,6,0.666667,B - A; positive values favor Variant B
